ID_t,Nb_of_incident,Electrical_length,Service_date,Length_climate_hazard_plan,Length_fragile_section,Nb_of_anomaly,Year_helicopter_flight,y_pred
79665,0.0,240.0,42,2.236999999999999,0.917,1.0,3,0
41543,0.0,402.0,39,3.345000000000001,2.529,0.0,5,0
24025,2.0,860.0,44,17.81711397171,3.264,0.0,1,1
53314,0.0,710.0,38,0.465,1.347,13.0,3,0
23642,0.0,524.0,47,6.293,1.032,0.0,5,1
43824,1.0,546.0,41,1.032,1.782,0.0,5,1
22994,1.0,262.0,43,5.125999999999999,3.997,0.0,1,1
90129,0.0,1.189152002334595,35,1.202,0.0,0.0,1,0
10994,2.0,110.0,39,0.198,9.82900003737,5.0,3,1
186,0.0,168.0,41,0.0,2.05439041138,0.0,2,0
52114,1.0,340.0,35,7.628000000000001,7.281497070309999,17.0,3,0
26751,0.0,60.0,54,2.678999999999999,3.62,0.0,5,1
89894,0.0,426.0,6,0.27,0.0,0.0,1,0
53140,0.0,106.0,40,0.24,0.563,0.0,1,0
67777,2.0,685.0,32,0.5130000000000005,4.81477927017,0.0,2,1
49010,0.0,590.0,30,0.548,1.61003908539,0.0,1,0
75981,1.0,159.0,33,1.949,0.683,3.0,3,0
4806,0.0,129.0,44,0.0,2.05439041138,0.0,2,0
5229,0.0,362.0,37,0.5099999999999999,1.46245144653,6.0,3,0
6548,0.0,934.0,42,2.587,2.3654903717,0.0,1,0
35127,1.0,385.0,53,5.383,5.674,0.0,1,1
60798,1.0,177.0,33,2.505,0.0,0.0,5,1
1029,0.0,163.0,41,0.205,8.999500018,0.0,1,0
33404,1.0,278.6637268066406,35,5.716,19.743,0.0,1,1
53841,1.0,583.0,42,4.363,0.0,6.0,3,0
31018,0.0,77.0,52,5.648999999999999,21.04199996948,10.0,3,0
71111,1.0,264.0,34,3.4,0.728,2.0,3,0
62489,0.0,106.0,46,3.24517604065,0.385,0.0,1,0
70439,3.0,183.0,37,10.185,5.475,0.0,1,1
6112,0.0,355.0,51,3.765,0.814,0.0,1,0
8265,0.0,146.0,37,2.137,3.074,0.0,2,0
51860,3.0,132.0,50,8.09840338707,2.351,0.0,1,1
62281,0.0,108.0,50,1.394,1.995,0.0,1,0
48700,1.0,188.0,40,0.615,1.824,0.0,1,1
36176,0.0,160.0,46,1.026,9.40699996948,11.0,3,0
11249,0.0,366.0,36,0.009,0.0,0.0,2,0
92371,0.0,134.9476318359375,50,0.435,1.26773057556,6.0,3,0
37793,2.0,146.0,44,7.822,50.46186362458999,0.0,5,1
43583,1.0,353.0,45,3.182,2.037,0.0,1,1
55421,0.0,23.00480079650879,34,4.43275444031,0.354,0.0,1,0
77446,2.0,131.0,26,8.365,3.78896025848,0.0,1,1
91466,2.0,146.9409484863281,31,3.467000000000001,8.88228168917,0.0,2,1
51407,1.0,122.0,25,4.742,1.165,0.0,1,0
38156,3.0,104.0,39,12.1896642344,15.92766422677,0.0,5,1
16051,3.0,241.0,43,0.029,1.495,0.0,2,1
17519,0.0,121.0,41,0.106,1.299,0.0,2,0
76533,1.0,500.0,28,2.234,3.91169491409,0.0,1,0
91353,1.0,411.6357116699219,31,0.0,0.533,0.0,2,0
74441,2.0,664.0,34,4.069000000000001,4.33844250274,0.0,2,1
7882,0.0,67.0,22,0.154088471849866,0.0,0.0,1,0
344,0.0,3.0,28,1.285,3.16443115234,0.0,2,0
55600,1.0,26.0,38,1.367,1.32,0.0,1,1
69937,4.0,210.0,30,11.146,6.743881523900001,0.0,1,1
14064,2.0,107.0,35,0.0,3.228,0.0,2,1
74710,1.0,420.0,42,5.126,2.50000000953,0.0,2,1
51964,0.0,291.0,29,1.088,0.395,2.0,3,0
28695,0.0,206.9970855712891,45,5.329000000000001,2.787,0.0,1,0
20530,0.0,303.0,69,2.156,0.0,0.0,1,1
11423,0.0,313.0,45,0.0,0.0,0.0,2,0
66955,0.0,52.0,30,0.953,0.0,0.0,1,0
57061,1.0,676.0,36,3.049,0.139,5.0,3,0
53549,1.0,154.0,50,4.238256996160001,1.808,0.0,5,1
15810,0.0,142.0,36,0.142,1.95121324158,4.0,2,0
28778,1.0,641.0,40,9.42860802841,4.13992107772,0.0,5,1
27659,1.0,31.0,38,8.367665778150002,1.135,0.0,1,1
27440,0.0,169.0,49,14.25667352295,1.235,0.0,5,1
59720,1.0,138.0,39,2.444,1.26807049561,0.0,1,1
52799,1.0,106.0,35,2.194,2.054,0.0,1,0
87812,0.0,101.0,8,3.75,1.62,0.0,5,0
7208,0.0,102.0,43,0.4769999999999995,1.19200000763,0.0,1,0
74967,2.0,27.0,37,3.467000000000001,8.88228168917,0.0,2,1
69872,4.0,102.0,35,11.146,6.743881523900001,0.0,1,1
82710,0.0,199.0,35,0.172,0.587,0.0,2,0
86702,5.0,209.7450256347656,37,6.236000000000001,10.22074494623,0.0,2,1
44929,4.0,1221.0,37,4.906,1.162,4.0,3,1
56567,0.0,824.0,36,2.867,0.207,0.0,5,0
52421,1.0,62.0,36,0.589,0.143,4.0,3,0
14773,1.0,396.0,37,0.212,2.70060400391,4.0,3,0
30757,2.0,829.0,38,7.163,27.74304543305,8.0,3,1
70530,3.0,645.0,29,6.074,8.251735488889999,0.0,5,1
72258,3.0,110.0,26,0.7350000000000001,0.34988215637,5.0,3,1
64131,1.0,204.0,33,2.293,3.55778878784,0.0,1,0
80678,1.0,31.0,37,5.126601661392405,5.852000000719999,0.0,2,1
55096,1.0,233.0,36,0.2899999999999998,1.25599997711,0.0,1,0
45827,3.0,114.0,30,0.651,0.792,0.0,1,1
30224,1.0,45.0,45,2.065999999999999,4.121,0.0,5,1
10629,0.0,368.0,42,0.435,1.26773057556,6.0,3,0
70299,1.0,463.0,35,2.667,3.09965712357,16.0,3,0
46496,2.0,94.0,34,7.984,3.613,12.0,3,0
10815,0.0,111.0,51,0.094,0.926,0.0,1,1
90220,0.0,119.4766616821289,35,1.334,5.689040801999999,0.0,2,0
88284,0.0,734.0,8,1.211,2.885,0.0,2,0
57557,1.0,758.0,43,1.032,1.782,0.0,5,1
82972,0.0,82.0,30,0.143,0.151,4.0,3,0
3839,5.0,116.0,22,0.4569999999999998,5.32600000382,0.0,2,1
76573,0.0,40.0,34,1.392,0.04,3.0,3,0
12641,1.0,530.0783081054688,37,0.8480000000000001,1.811,0.0,2,1
72685,3.0,140.0,34,15.12832647705,15.12832647705,0.0,2,1
50833,1.0,205.0,33,1.545,1.259,0.0,1,0
22094,0.0,179.0,35,0.0,1.186,0.0,2,0
27329,1.0,382.0,47,21.532,2.51,0.0,1,1
19900,0.0,72.0,37,0.0,0.0,0.0,1,0
49358,3.0,177.0,37,0.239,0.958,0.0,1,1
18102,3.0,0.7661206722259521,44,1.872,2.42600000763,9.0,3,1
71480,2.0,205.0,45,8.365,3.78896025848,0.0,1,1
9840,0.0,226.0,34,4.277,1.059,0.0,1,0
44965,0.0,21.0,37,0.3060000000000003,2.5755,0.0,5,0
51955,0.0,481.0,23,1.238,0.71,0.0,5,0
9967,2.0,204.0,22,0.091,2.88296617866,10.0,3,0
21054,2.0,73.21308898925781,36,1.482,3.03796879578,0.0,2,1
88744,1.0,63.90268707275391,32,2.293,3.55778878784,0.0,1,0
29443,0.0,440.0,41,8.506,0.953,0.0,5,0
12277,0.0,343.0,40,0.0,1.339,1.0,3,0
92079,1.0,388.6361999511719,48,0.359,15.62301283264,0.0,1,1
12839,0.0,82.0,36,0.61,2.35847872508,0.0,1,0
27462,0.0,340.0,40,12.18688112641,0.756,0.0,1,0
48316,1.0,432.0,37,1.993,4.15,0.0,1,1
84810,0.0,221.0,39,0.547,0.505,0.0,1,0
60398,3.0,131.0,36,0.882,3.09,0.0,5,1
42136,0.0,267.0,48,0.042,0.655,0.0,1,0
87652,0.0,317.7655334472656,40,3.545,2.157,0.0,2,0
30004,1.0,621.0,39,1.772,4.25655876923,0.0,1,1
72675,3.0,330.0,34,15.12832647705,15.12832647705,0.0,2,1
48933,0.0,148.0,50,8.4643655777,0.294,3.0,3,0
52654,1.0,202.0,32,2.194,2.054,0.0,1,0
39668,3.0,102.0,65,2.517,21.93517849731,0.0,5,1
75556,0.0,717.74755859375,39,0.36,0.53,0.0,3,0
38698,3.0,199.0,44,6.083,12.17635159922,0.0,1,1
57601,1.0,41.0,36,1.032,1.782,0.0,5,1
71887,3.0,853.0,34,0.581,6.33009124756,8.0,3,1
54879,0.0,111.0,48,3.406,0.211,4.0,3,0
7091,0.0,180.0,31,0.458,2.19999999773,0.0,2,0
10896,0.0,108.0,71,1.478,6.914,0.0,1,1
61875,0.0,45.0,25,0.0,0.196,0.0,1,0
5418,1.0,72.0,35,1.133266278416545,0.0,0.0,2,0
64118,1.0,13.0,39,2.293,3.55778878784,0.0,1,1
79446,0.0,524.0,41,1.653,2.349,0.0,1,0
57372,3.0,359.0,44,9.58,0.872,17.0,3,0
30580,0.0,277.0,43,4.16849176025,1.40549176025,1.0,3,0
56327,1.0,22.0,32,3.670999999999999,4.73267764282,0.0,1,0
27194,1.0,271.0,47,1.166,9.240531005860001,0.0,5,1
54615,0.0,734.0,36,0.093,0.033,0.0,5,0
58720,1.0,354.0,35,2.669,2.93194799805,19.0,3,0
2586,1.0,506.0,31,0.073,0.683,0.0,2,0
76452,0.0,46.0,52,3.00427206945,9.7012720865,12.0,3,0
83993,0.0,310.0,51,0.458,2.19999999773,0.0,2,1
35220,0.0,351.0,42,0.9880000000000001,19.1016764946,0.0,5,1
82125,0.0,61.0,31,0.9479999999999998,0.717,3.0,3,0
37344,4.0,153.0,46,15.02935630035,7.647356300349999,5.0,3,1
35245,0.0,351.0,35,0.9880000000000001,19.1016764946,0.0,5,1
49111,2.0,262.0,22,1.898,3.0060974884,0.0,5,1
37542,0.0,125.0,51,2.644,15.97515351677,0.0,1,1
11720,3.0,839.0,41,2.404,4.959295936579999,0.0,2,1
24727,0.0,500.0,55,3.59024350739,0.411,0.0,5,1
85298,0.0,601.7466430664062,36,0.02,0.298,6.0,3,0
90988,0.0,298.0,4,0.0,1.50059482575,0.0,5,0
31549,1.0,325.0,70,1.03,22.04675506591,0.0,5,1
32341,1.0,682.0,49,0.75,13.74540148926,0.0,1,1
3535,3.0,431.0,39,1.372,1.0610000037,33.0,5,0
11151,0.0,84.0,45,0.265,1.59663132477,0.0,2,0
26315,0.0,599.0,39,3.259999999999999,8.65899998855,2.0,3,0
2935,0.0,364.0,68,1.241,4.662,10.0,3,0
24185,1.0,54.0,34,10.872,2.352,0.0,1,0
33050,1.0,1143.0,47,2.944,10.535,14.0,3,0
13900,0.0,314.0,39,0.0,0.562,0.0,2,0
35727,0.0,101.0,29,1.405,20.79692731476,11.0,3,0
58419,1.0,699.0,32,1.538999999999999,3.095,0.0,1,0
40304,4.0,305.0,43,0.26,22.16208863068,17.0,5,1
81876,1.0,621.0,34,2.435999999999999,5.70584044272,12.0,3,0
23057,0.0,110.0,46,3.379,6.769,13.0,3,0
1505,0.0,269.0,38,0.908,0.102,2.0,3,0
22014,2.0,151.0,70,1.482,3.03796879578,0.0,2,1
70482,3.0,135.0,37,10.185,5.475,0.0,1,1
71648,0.0,190.0,43,2.175,5.62437721658,0.0,1,0
12720,1.0,242.0,37,0.0,0.85106185532,2.0,3,0
82592,3.0,2.035973310470581,36,3.932,3.13,9.0,3,1
53034,0.0,303.0,33,1.2283538208,1.2083538208,0.0,1,0
29714,0.0,70.0,41,2.678999999999999,3.62,0.0,5,0
2700,1.0,1090.0,61,0.9789999999999999,2.273,2.0,3,1
6740,0.0,113.0,39,0.742,1.09,4.0,3,0
57507,0.0,280.0,33,2.867,0.207,0.0,5,0
84188,1.0,181.7534942626953,51,6.373000000000001,4.053141906740001,7.0,3,0
30671,1.0,740.0,39,10.872,2.352,0.0,1,1
88428,1.0,75.0,8,2.035,3.79462023163,6.0,5,0
11701,3.0,87.0,37,4.143,1.08800000763,0.0,1,1
39562,0.0,276.3184509277344,37,0.9880000000000001,19.1016764946,0.0,5,1
80510,1.0,569.7852478027344,50,3.882,0.337,0.0,1,1
2257,1.0,98.0,40,0.0,1.246,0.0,1,1
10345,0.0,413.0,28,3.304,1.48999999547,0.0,2,0
75765,1.0,235.0,44,13.49599999047,13.49599999047,0.0,1,1
65344,2.0,25.0,41,2.753000000000001,5.734117522719999,7.0,3,1
21574,0.0,559.0,38,1.241,4.662,10.0,3,0
58182,1.0,271.0,37,2.168999999999999,1.80100000382,0.0,1,1
88768,4.0,678.695068359375,56,1.838,4.266394699099999,0.0,1,1
16384,0.0,291.0,38,1.763,1.008,11.0,3,0
31234,0.0,426.0,47,0.0,4.62681637574,0.0,5,1
2743,1.0,10.0,30,0.655,0.0,0.0,1,0
58895,3.0,150.0,40,9.479999999999999,5.492,0.0,1,1
83481,5.0,93.0,34,8.139,7.31989419556,13.0,2,1
17144,0.0,364.0,30,2.97,0.191,0.0,2,0
77442,2.0,694.0,22,8.365,3.78896025848,0.0,1,1
46695,1.0,228.0,33,2.505,0.0,0.0,5,1
65235,2.0,510.0,38,2.753000000000001,5.734117522719999,7.0,3,0
80232,1.0,160.0,34,1.71,11.009,0.0,1,1
20667,0.0,41.0,48,0.061,1.502,0.0,1,0
50741,0.0,111.0,33,3.859,0.881,8.0,3,0
2966,3.0,162.0,36,2.404,4.959295936579999,0.0,2,1
66152,0.0,16.0,29,1.211,2.885,0.0,2,0
33174,3.0,418.0,39,7.17005007935,20.55405005646,0.0,1,1
8641,3.0,637.0,47,2.404,4.959295936579999,0.0,2,1
4273,0.0,210.9309234619141,38,0.0,0.0,0.0,2,0
71778,0.0,480.0,33,3.769,3.586,0.0,1,0
40840,0.0,136.0,50,1.115,15.54600003052,0.0,5,1
63490,1.0,234.0,25,0.955,1.354,7.0,3,0
88107,1.0,83.42367553710938,30,5.135,4.1450000019,0.0,5,1
91764,1.0,141.3468780517578,34,1.483,6.04699996948,12.0,3,0
67853,0.0,71.0,32,0.009,5.46071778035,0.0,3,0
86566,0.0,44.0,33,1.154,5.403032295229999,0.0,2,0
66060,0.0,98.31130981445312,47,3.145,4.129,0.0,1,0
33846,3.0,103.0,36,2.532,9.81096899414,0.0,5,1
60881,2.0,67.0,41,2.642999999999999,1.637,0.0,5,1
4604,1.0,109.0,40,0.68,0.432,2.0,3,0
70055,0.0,37.0,39,3.671,1.402,3.0,3,0
10844,0.0,285.0,37,0.461,0.048,0.0,1,0
70252,0.0,779.0,42,5.0,4.217,0.0,1,0
83266,0.0,150.0,36,1.349,1.3087872467,3.0,3,0
86723,1.0,370.0,42,1.445,0.63140762329,5.0,3,0
61938,1.0,132.0,37,0.955,1.354,7.0,3,0
418,0.0,73.0,38,0.012,1.616,0.0,1,0
75256,0.0,154.0,43,2.415,2.22749927521,0.0,1,0
68666,4.0,368.0,39,2.125,3.91014031982,12.0,3,1
84384,0.0,82.0,14,0.0,0.0,0.0,1,0
71813,0.0,123.0,51,3.769,3.586,0.0,1,1
34049,0.0,412.0,32,1.115,15.54600003052,0.0,5,0
2283,0.0,425.0,35,1.151,2.52016345215,5.0,3,0
29006,1.0,407.0,52,1.893,2.187,6.0,3,0
50124,1.0,82.0,34,2.254,1.408,0.0,1,0
31390,0.0,166.0,43,1.985,2.512,3.0,3,0
19800,0.0,528.0,43,0.348,1.548,0.0,1,0
56893,0.0,61.0,23,2.561,0.8313137130699999,13.0,3,0
42149,0.0,64.0,36,0.042,0.655,0.0,1,0
57198,1.0,287.0,35,1.734,3.857,0.0,3,1
68390,0.0,160.0,60,2.262,1.963,0.0,1,1
78994,2.0,180.0,55,4.844,3.41286592865,22.0,3,0
19201,1.0,180.0,35,1.948,0.133,5.0,3,0
67736,0.0,265.0,36,0.0,0.462,0.0,1,0
46208,0.0,188.0,44,5.3788388313,1.26070684052,1.0,3,0
80249,1.0,120.0,35,1.71,11.009,0.0,1,1
34119,3.0,160.0,48,2.532,9.81096899414,0.0,5,1
21401,0.0,21.28197479248047,41,1.851,7.09199972534,0.0,3,0
45246,1.0,96.0,37,3.182,2.037,0.0,1,1
4167,0.0,178.0,37,0.0,2.52499998748,0.0,4,0
80084,3.0,442.0,48,6.074,8.251735488889999,0.0,5,1
52398,0.0,54.0,35,2.04,0.813,7.0,3,0
70577,3.0,139.0,36,6.074,8.251735488889999,0.0,5,1
81736,0.0,35.0,21,2.005,1.137,2.0,3,0
35976,3.0,263.0,73,8.693,14.06563257599,11.0,3,1
64312,0.0,275.0,39,1.056,5.551,3.0,4,0
65101,3.0,65.0,36,3.932,3.13,9.0,3,1
57638,0.0,237.0,32,1.26,0.754,0.0,5,0
56782,2.0,603.0,34,8.803,1.323,0.0,1,1
82051,0.0,723.0,36,0.0,0.655,2.0,5,0
36886,0.0,321.0,38,3.809,6.906,0.0,5,0
69683,0.0,97.0,59,0.0,1.52,0.0,2,1
18099,3.0,593.0,44,1.872,2.42600000763,9.0,3,1
2476,1.0,851.0,48,1.066,1.66878640747,5.0,3,0
81254,1.0,218.0,40,2.773,6.83111849951,0.0,2,1
16279,0.0,48.0,43,3.535,0.723,0.0,1,0
6017,1.0,117.0,37,1.217,0.0,0.0,1,0
31274,0.0,424.0,37,2.341,3.531,3.0,3,0
18730,0.0,224.0,35,0.8599999999999999,3.93199999284,0.0,1,0
67341,2.0,90.0,47,1.016,4.41900000382,11.0,3,0
87390,0.0,2.0,9,0.113,0.0,0.0,1,0
20631,1.0,262.7049255371094,37,0.073,0.683,0.0,2,1
66436,0.0,280.0,34,1.19892959595,4.801999987369999,0.0,2,0
28781,1.0,169.0,40,9.42860802841,4.13992107772,0.0,5,1
87021,1.0,328.1806945800781,42,0.73,3.43749692097,9.0,3,0
79096,1.0,37.0,54,0.478,3.01669262695,0.0,2,1
47491,1.0,47.0,27,1.795,0.0,0.0,5,0
54533,0.0,191.0,30,7.229999999999999,8.62758076119,0.0,5,0
46061,1.0,884.0,35,1.794,0.549,0.0,1,0
67523,0.0,375.0,42,1.811,4.15123416197,0.0,1,0
49268,1.0,244.0,38,0.0,0.384,0.0,5,1
41682,0.0,72.0,33,1.406,2.24043091583,2.0,3,0
60267,0.0,699.0,35,1.394,1.995,0.0,1,0
51380,1.0,82.0,34,4.742,1.165,0.0,1,0
48907,0.0,348.0,47,2.394,1.73560267639,0.0,1,0
52715,0.0,207.0,48,1.151,2.201,8.0,3,0
85446,0.0,85.08910369873047,34,0.53,1.21690499878,4.0,3,0
92072,0.0,82.34508514404297,58,12.37667664337,0.418,0.0,5,1
39249,0.0,75.0,48,0.0,0.0,2.0,5,0
26740,0.0,95.0,40,0.004,0.0,0.0,5,0
92141,2.0,581.08203125,42,10.75312992096,2.65990155029,0.0,5,1
62336,0.0,29.0,34,5.114,7.86099999809,7.0,3,0
6757,1.0,331.0,42,0.226,0.0,12.0,3,0
34691,1.0,144.0,43,3.406,14.35800001526,0.0,5,1
39782,1.0,156.0,48,18.61899997711,15.32499997711,0.0,1,1
44579,1.0,226.0,27,1.726,1.005,0.0,5,0
5728,0.0,136.0,34,0.435,1.26773057556,6.0,3,0
6978,1.0,124.0,48,0.5840000000000001,2.02319139742,2.0,3,1
26197,1.0,53.0,41,1.772,4.25655876923,0.0,1,1
27543,1.0,125.0,43,12.73959048462,2.113,0.0,5,1
20615,1.0,438.0,38,0.073,0.683,0.0,2,1
54292,0.0,400.0,35,0.017,1.528,0.0,3,0
76984,0.0,100.0,19,1.19892959595,4.801999987369999,0.0,2,0
36044,3.0,633.0,42,0.175,15.05200000692,0.0,1,1
24963,2.0,374.0,48,21.17600001526,2.28700001526,17.0,3,0
24069,0.0,648.0,44,0.0,3.234,0.0,1,0
38886,0.0,61.0,55,4.289,19.94834222411,11.0,3,0
83584,3.0,150.0,15,5.84,22.95430227088,0.0,1,1
942,0.0,110.0,36,2.131000000000001,2.275,0.0,1,0
92337,0.0,72.0,2,0.0,0.692,0.0,1,0
36670,0.0,109.0,33,14.268,16.743,0.0,1,0
34589,0.0,268.0,36,1.027,36.41292321014,7.0,3,0
71386,1.0,321.0,44,1.967,4.417277906060001,0.0,1,1
63885,0.0,789.0,37,1.14,1.34786779785,0.0,5,0
47760,0.0,440.0,34,4.642,0.414,12.0,3,0
43610,0.0,189.0,51,3.345000000000001,2.529,0.0,5,1
35474,0.0,71.0,36,3.632000030519999,17.323,0.0,5,1
76272,0.0,32.0,29,5.576,1.48946042037,1.0,3,0
78884,1.0,371.0,37,1.44,1.807,0.0,2,1
90541,2.0,55.72566223144531,28,0.038,0.0,7.0,3,0
31255,2.0,443.0,44,4.357,9.83985977173,0.0,1,1
5442,1.0,240.0,39,1.133266278416545,0.0,0.0,2,1
87623,0.0,590.0,9,0.9880000000000001,19.1016764946,0.0,5,0
73460,0.0,370.0,34,1.888,5.054,0.0,1,0
64795,1.0,569.0,32,2.293,3.55778878784,0.0,1,0
51009,0.0,13.0,36,4.43275444031,0.354,0.0,1,0
17247,0.0,324.0,35,0.02999999999999998,1.339,0.0,1,0
33562,1.0,291.0,35,1.03,22.04675506591,0.0,5,1
52758,1.0,770.0,32,2.194,2.054,0.0,1,0
78572,1.0,120.0,43,0.083,1.334,0.0,2,1
72165,1.0,56.0,39,4.329,4.528,7.0,3,0
92752,1.0,48.50929641723633,42,3.769,2.263,7.0,3,0
63647,0.0,393.0,42,2.385,0.26511373901,0.0,5,0
5355,0.0,114.0,34,0.0,0.128,0.0,3,0
47291,1.0,76.0,39,1.726,1.005,0.0,5,1
83533,0.0,388.0,15,3.406,3.637,6.0,3,0
37947,0.0,279.4921264648438,47,1.836,11.58516459275,5.0,3,0
89408,0.0,18.15177345275879,31,0.0,3.48300001144,0.0,2,0
20353,3.0,547.0,37,1.372,1.0610000037,33.0,5,0
80067,0.0,217.0,27,2.720000000000001,4.975,0.0,1,0
57605,0.0,113.0,49,0.092,5.02229810333,0.0,1,1
65132,3.0,350.0,33,3.932,3.13,9.0,3,0
55169,3.0,374.0,46,4.865,0.0,7.0,3,1
34982,0.0,282.0,38,4.289,19.94834222411,11.0,3,0
39812,4.0,125.0,45,15.02935630035,7.647356300349999,5.0,3,1
27609,1.0,347.0,47,12.73959048462,2.113,0.0,5,1
10886,1.0,340.0,51,0.274,0.602,8.0,3,0
7428,2.0,28.0,21,0.091,2.88296617866,10.0,3,0
22673,0.0,151.0,35,0.0,0.0,4.0,3,0
39439,0.0,105.0,30,1.26,2.273,0.0,1,0
10574,2.0,103.0,37,1.482,3.03796879578,0.0,2,1
84319,0.0,83.0,14,0.741,0.0,0.0,1,0
73316,0.0,1110.0,53,0.812,1.2458036499,0.0,2,1
55919,2.0,167.0,42,0.043,0.751,1.0,3,1
72734,1.0,73.87153625488281,32,1.611,3.72231356812,0.0,2,0
53712,1.0,415.0,35,0.435,2.41,0.0,1,0
58160,1.0,264.0,45,2.168999999999999,1.80100000382,0.0,1,1
782,0.0,31.51708030700684,40,2.66325732446,2.227,0.0,1,0
50929,0.0,44.0,25,0.697,1.33623414612,0.0,1,0
68284,3.0,377.3441162109375,38,6.074,8.251735488889999,0.0,5,1
59076,1.0,133.0,34,0.6219999999999999,0.449,0.0,1,0
26426,0.0,22.0,37,10.349,2.339,3.0,5,0
16790,0.0,156.0,21,0.53,1.21690499878,4.0,3,0
10014,0.0,108.0,48,1.478,6.914,0.0,1,1
12978,0.0,545.0,32,0.4230000000000002,2.58,0.0,1,0
37394,4.0,33.0,33,15.02935630035,7.647356300349999,5.0,3,1
24092,0.0,491.0,50,0.0,3.234,0.0,1,0
12419,0.0,126.0,35,2.137,3.074,0.0,2,0
26319,0.0,294.0,60,3.259999999999999,8.65899998855,2.0,3,1
79289,3.0,190.0,33,1.383,6.204,5.0,3,1
72915,1.0,372.0,34,1.611,3.72231356812,0.0,2,1
67468,0.0,101.0,42,1.811,4.15123416197,0.0,1,0
61436,0.0,119.0,39,4.637,0.734,8.0,3,0
91226,0.0,97.0,4,4.45,1.106,0.0,2,0
15994,1.0,511.0,33,4.99699999904,1.771,0.0,2,0
48450,4.0,88.0,37,4.906,1.162,4.0,3,1
8757,1.0,3.45875096321106,27,3.940000000000001,4.56918841171,0.0,1,0
90917,1.0,52.12224197387695,27,3.940000000000001,4.56918841171,0.0,1,0
69426,1.0,575.0,41,3.456,5.47194354439,0.0,3,1
75499,2.0,41.0,30,3.036,5.03600000083,0.0,1,1
25204,0.0,656.0,43,12.61092647552,2.421,6.0,3,0
73720,4.0,267.0,36,11.146,6.743881523900001,0.0,1,1
82588,4.0,612.0,27,11.146,6.743881523900001,0.0,1,1
90747,2.0,3.333493947982788,42,4.069000000000001,4.33844250274,0.0,2,1
40004,0.0,272.0,32,1.027,36.41292321014,7.0,3,0
11835,0.0,161.0,42,0.741,0.0,0.0,1,0
13147,0.0,79.0,31,2.06,1.74900000954,0.0,1,0
41660,0.0,44.0,34,1.406,2.24043091583,2.0,3,0
45649,3.0,41.0,36,0.239,0.958,0.0,1,1
83731,0.0,43.0,49,2.867,0.207,0.0,5,1
19192,1.0,123.0,35,1.948,0.133,5.0,3,0
31190,0.0,319.0,49,0.0,4.62681637574,0.0,5,1
57182,1.0,284.0,35,1.734,3.857,0.0,3,1
84675,1.0,26.0,13,1.032,1.782,0.0,5,0
72108,2.0,168.0,49,3.805,8.301999990459999,7.0,3,1
49672,0.0,177.0,30,3.158842071530001,0.456,0.0,1,0
74883,0.0,16.0,36,1.056,5.551,3.0,4,0
29416,0.0,492.0,41,8.506,0.953,0.0,5,0
10947,1.0,530.0,21,0.274,0.602,8.0,3,0
74529,0.0,730.0,42,0.548,6.90456147015,5.0,3,0
50938,1.0,133.0,45,0.973,2.34600000167,0.0,1,1
27460,1.0,153.0,38,3.438,0.436,0.0,5,1
65700,1.0,692.0,32,0.9469999999999998,4.641,0.0,1,0
35368,0.0,360.0,70,3.632000030519999,17.323,0.0,5,1
2771,1.0,138.0,49,0.655,0.0,0.0,1,1
56997,0.0,104.0,49,0.0,0.082,0.0,1,0
13973,0.0,337.0,33,0.0,0.562,0.0,2,0
81862,1.0,329.0,14,2.435999999999999,5.70584044272,12.0,3,0
89930,2.0,80.03338623046875,36,1.204,4.38027001953,0.0,1,1
15581,0.0,334.0,37,0.741,0.0,0.0,1,0
87559,3.0,230.0,35,0.7350000000000001,0.34988215637,5.0,3,1
71904,3.0,18.0,34,0.581,6.33009124756,8.0,3,1
58414,1.0,53.0,33,2.444,1.26807049561,0.0,1,0
70305,2.0,284.0,41,1.103,4.66,0.0,2,1
83927,0.0,5.0,14,3.161,1.16,0.0,5,0
44509,0.0,395.0,49,0.857,0.875,0.0,5,1
24127,0.0,289.0,54,2.386,8.827,0.0,1,1
24835,2.0,611.0,32,6.949,2.669,12.0,3,0
36124,0.0,663.0,42,1.026,9.40699996948,11.0,3,0
16603,0.0,110.0,31,0.602,1.107,7.0,3,0
41790,2.0,685.0,36,8.803,1.323,0.0,1,1
72579,1.0,177.0,26,3.221,9.10500000381,0.0,1,0
77449,2.0,306.4791564941406,51,8.365,3.78896025848,0.0,1,1
49679,0.0,400.0,39,0.004,0.0,0.0,3,0
28541,1.0,114.0,44,19.54308147621,2.5954684391,0.0,1,1
47595,0.0,139.0,42,0.83,0.208,0.0,5,0
92649,3.0,15.14892768859863,29,10.185,5.475,0.0,1,1
69154,1.0,723.0,34,1.611,3.72231356812,0.0,2,0
85348,0.0,128.8674163818359,34,0.282,7.424,0.0,5,0
74961,2.0,270.0,37,3.467000000000001,8.88228168917,0.0,2,1
6697,1.0,322.8818054199219,43,1.066,1.66878640747,5.0,3,0
64680,0.0,463.0,31,11.654,0.391,0.0,1,0
29990,1.0,449.0,43,1.772,4.25655876923,0.0,1,1
52180,1.0,404.0,29,3.970686676020001,4.11068667602,0.0,5,0
22432,0.0,118.0,27,0.057,0.186,4.0,3,0
31614,0.0,113.0,30,3.04060418701,11.88260418057,0.0,5,0
