ID_t,Nb_of_incident,Electrical_length,Service_date,Length_climate_hazard_plan,Length_fragile_section,Nb_of_anomaly,Year_helicopter_flight,y_pred
75034,2.0,32.0,22,1.204,4.38027001953,0.0,1,1
20395,1.0,109.0,44,5.14657135928,1.62000000155,0.0,1,1
15621,0.0,24.0,43,0.741,0.0,0.0,1,0
70513,3.0,110.0,39,10.185,5.475,0.0,1,1
77079,1.0,365.0,39,1.69,1.819,0.0,5,1
15241,0.0,453.0,48,0.0,2.05439041138,0.0,2,0
21108,0.0,260.0,44,0.331,1.557,7.0,3,0
33877,2.0,183.0,51,0.312,7.629,5.0,3,1
4031,0.0,138.8577728271484,48,0.176,0.542,7.0,3,0
8900,1.0,36.0,30,3.940000000000001,4.56918841171,0.0,1,0
12181,0.0,348.0,41,0.0,0.0,0.0,3,0
34512,1.0,159.0,40,6.917,10.27523642731,0.0,1,1
65966,3.0,115.0,30,9.085,2.22476709747,0.0,1,1
57909,0.0,235.0,31,0.3060000000000003,2.5755,0.0,5,0
18466,1.0,243.0,41,0.043,1.815,0.0,1,1
26745,0.0,53.47484970092773,46,2.678999999999999,3.62,0.0,5,1
3777,0.0,397.0,29,0.61,2.35847872508,0.0,1,0
12039,0.0,538.0,42,0.142,1.95121324158,4.0,2,0
33996,1.0,107.4033584594727,43,0.21140335846,1.26440335846,0.0,5,1
63090,0.0,70.0,36,2.394,1.73560267639,0.0,1,0
4708,1.0,772.0,35,0.0,1.998,0.0,1,0
46641,4.0,70.0,48,8.17,2.282,11.0,3,1
88181,0.0,1.557749271392822,35,1.14,1.34786779785,0.0,5,0
88907,0.0,356.2370910644531,35,1.027,36.41292321014,7.0,3,0
77397,2.0,280.0,42,8.365,3.78896025848,0.0,1,1
4589,1.0,628.0,24,0.68,0.432,2.0,3,0
34351,0.0,1021.0,34,1.721,2.69217359924,0.0,1,0
53998,1.0,602.0,47,0.0,0.14,0.0,1,1
89582,0.0,122.4224624633789,45,5.29247964478,4.33200000763,0.0,5,1
54462,1.0,220.0,45,3.03,3.986,12.0,3,0
24267,0.0,387.0,38,3.129,0.077,0.0,1,0
74499,0.0,442.0,42,0.548,6.90456147015,5.0,3,0
54716,1.0,304.0,47,4.498,0.897,0.0,1,1
42132,0.0,261.0,33,0.017,1.528,0.0,3,0
20768,0.0,344.0,39,0.5099999999999999,1.46245144653,6.0,3,0
16208,1.0,430.0,37,0.175,1.286,0.0,2,1
6556,0.0,229.0,34,0.222,0.596,0.0,1,0
54191,1.0,48.0,33,0.6219999999999999,0.449,0.0,1,0
87066,1.0,142.2418060302734,40,1.365,0.323,1.0,2,1
62063,0.0,81.0,51,4.418999999999998,4.079,6.0,3,0
85415,0.0,162.0,45,0.435,1.26773057556,6.0,3,0
8069,2.0,177.0,42,1.92,1.696,1.0,2,1
20305,1.0,135.0,38,0.043,1.815,0.0,1,1
43832,1.0,6.964874744415283,32,1.032,1.782,0.0,5,1
23951,0.0,229.0,42,13.847,4.101,0.0,5,0
85998,2.0,15.0,12,1.103,4.66,0.0,2,0
45240,1.0,104.0,52,3.182,2.037,0.0,1,1
8690,1.0,173.0,37,1.591,0.438,3.0,3,0
39924,0.0,56.0,47,9.055637817390002,6.64163781739,0.0,5,1
59629,0.0,221.5330963134766,39,2.926,0.97918595886,0.0,5,0
84396,1.0,77.0,14,1.423,2.249,4.0,3,0
57739,1.0,82.0,25,1.819,1.541,0.0,5,0
35951,3.0,269.0,39,8.693,14.06563257599,11.0,3,1
75898,4.0,10.0,38,2.125,3.91014031982,12.0,3,1
21550,0.0,438.0,49,1.241,4.662,10.0,3,0
57126,0.0,50.0,31,1.14,1.34786779785,0.0,5,0
72713,1.0,145.0,34,1.611,3.72231356812,0.0,2,1
53122,1.0,166.0,45,1.659,0.902,0.0,5,1
65691,1.0,1365.0,32,0.9469999999999998,4.641,0.0,1,0
73801,1.0,145.0,39,2.667,3.09965712357,16.0,3,0
12036,0.0,487.0,36,0.142,1.95121324158,4.0,2,0
84156,2.0,567.0,14,0.636,5.111999984750001,0.0,2,0
51926,3.0,98.0,41,8.09840338707,2.351,0.0,1,1
86390,2.0,144.0,11,7.163,27.74304543305,8.0,3,0
74134,2.0,496.0,33,1.103,4.66,0.0,2,1
24402,0.0,517.0,41,3.84312965393,1.43562147522,0.0,1,0
75820,2.0,518.0,32,0.939,2.564,0.0,1,1
69605,0.0,355.0,43,1.39,1.232,0.0,2,0
39390,2.0,590.0,40,1.34,24.61417190099,0.0,5,1
15386,1.0,100.0,44,5.14657135928,1.62000000155,0.0,1,1
51907,3.0,39.0,41,8.09840338707,2.351,0.0,1,1
74306,0.0,137.0,37,1.653,2.349,0.0,1,0
11962,0.0,93.0,68,2.033,1.575,0.0,1,1
60825,1.0,279.0,18,1.966,1.331,6.0,3,0
83864,2.0,415.6532135009766,36,8.803,1.323,0.0,1,1
31853,0.0,109.0,31,1.014,3.95720690918,9.0,3,0
3157,0.0,253.6325225830078,39,0.742,1.09,4.0,3,0
40885,0.0,455.0,33,1.115,15.54600003052,0.0,5,0
37114,0.0,223.0,42,4.289,19.94834222411,11.0,3,0
30654,1.0,167.0,39,5.125999999999999,3.997,0.0,1,1
44602,0.0,1164.0,37,0.0,0.774,0.0,5,0
61931,0.0,77.0,34,0.83,0.208,0.0,5,0
47515,2.0,264.0,36,3.443,1.053,0.0,5,1
83917,0.0,614.0,14,5.0,4.217,0.0,1,0
30909,2.0,147.0,42,0.0,12.4337502594,8.0,3,1
84490,0.0,141.8536834716797,44,8.577,11.37285368347,0.0,5,1
74412,0.0,252.0,48,3.324,4.124,0.0,2,1
7523,1.0,2009.0,38,0.043,1.815,0.0,1,0
91175,0.0,439.0,4,0.444,0.0,0.0,5,0
19334,0.0,144.0,24,0.8599999999999999,3.93199999284,0.0,1,0
50257,1.0,205.0,38,0.0,0.384,0.0,5,1
20506,0.0,92.0,38,0.331,1.557,7.0,3,0
10279,0.0,251.0,36,1.435,0.57099999427,1.0,3,0
70027,0.0,50.0,35,1.297,2.627888702389999,0.0,2,0
83854,3.0,10.3022403717041,36,5.84,22.95430227088,0.0,1,1
60666,2.0,65.0,38,4.354,2.141,11.0,3,0
86852,2.0,181.5569610595703,32,2.01569329834,3.681,0.0,1,1
43151,0.0,89.0,42,1.076,1.725,17.0,3,0
29214,0.0,245.0,40,3.93293087769,0.295,0.0,5,0
83228,0.0,266.0,43,1.349,1.3087872467,3.0,3,0
82314,1.0,150.0,35,0.224,1.5104868412,3.0,3,0
28034,1.0,246.0,52,21.532,2.51,0.0,1,1
49690,0.0,71.0,42,2.07,1.729,0.0,5,0
78235,1.0,161.0120697021484,33,3.153999999999999,3.43791399359,0.0,1,0
92198,2.0,507.0344543457031,37,0.198,9.82900003737,5.0,3,1
34844,1.0,92.0,38,10.563,20.41830326844,0.0,1,1
21447,0.0,255.0,37,3.535,0.723,0.0,1,0
9468,0.0,1.264173030853271,37,0.118,0.932,0.0,2,0
42500,0.0,696.0,35,0.1919999999999995,0.054,0.0,5,0
61484,1.0,70.0,44,0.3470000000000003,4.981,0.0,5,1
20690,0.0,15.71495628356934,47,0.118,0.0,0.0,1,0
48530,1.0,494.0,43,7.628000000000001,7.281497070309999,17.0,3,0
80393,0.0,425.0,38,2.5,4.97600000155,9.0,3,0
33627,0.0,456.0,28,3.975,3.617,3.0,3,0
20143,0.0,21.68180084228516,36,1.435,0.57099999427,1.0,3,0
3030,0.0,43.0,29,2.435,0.78,0.0,2,0
30078,0.0,33.0,50,9.03999998474,0.351,9.0,3,0
88456,3.0,511.0084228515625,45,6.083,12.17635159922,0.0,1,1
85153,0.0,5.0,13,0.057,0.0,0.0,1,0
28516,1.0,41.0,47,19.54308147621,2.5954684391,0.0,1,1
56375,1.0,232.0,34,3.670999999999999,4.73267764282,0.0,1,0
77583,1.0,490.0,32,3.011,4.336,0.0,2,0
11874,0.0,40.0,33,0.435,1.26773057556,6.0,3,0
24009,4.0,98.0,43,4.119,1.756,9.0,3,1
19915,1.0,457.0,33,0.402,0.243,0.0,2,0
77840,1.0,295.0,34,2.435999999999999,5.70584044272,12.0,3,0
62233,0.0,280.0,34,5.114,7.86099999809,7.0,3,0
47425,0.0,642.0,39,0.4050000000000001,0.70465070373,4.0,5,0
60058,1.0,49.0,32,1.726,1.005,0.0,5,1
46238,0.0,302.0,38,5.3788388313,1.26070684052,1.0,3,0
66167,0.0,70.0,26,1.211,2.885,0.0,2,0
41350,0.0,355.0,33,0.522,3.80199998475,0.0,3,0
64593,2.0,50.0,46,6.271,6.938443359380001,0.0,1,1
61354,1.0,389.0,44,2.509,2.734,0.0,4,1
9765,2.0,353.0,35,0.091,2.88296617866,10.0,3,0
83103,1.0,657.0,57,0.517,5.45091629362,0.0,2,1
65578,1.0,53.0,36,9.584,3.78805000305,0.0,1,1
28146,1.0,123.0,64,7.46394524383,2.54499999237,0.0,5,1
86283,1.0,330.0,37,2.233,3.64887834978,0.0,2,1
63447,0.0,84.0,40,2.874000000000001,0.799,9.0,3,0
55396,2.0,68.0,49,2.672,4.64,0.0,5,1
22359,0.0,424.0,27,0.061,1.502,0.0,1,0
43245,0.0,227.0,34,0.274,2.63999998999,5.0,3,0
58737,0.0,394.0,48,0.857,0.875,0.0,5,1
7569,0.0,583.0,34,0.0,0.0,0.0,1,0
56017,0.0,138.0,36,0.338,0.582,0.0,3,0
20522,0.0,291.0,50,2.156,0.0,0.0,1,0
34038,0.0,233.0,37,1.995000000000001,18.83914463424,0.0,1,0
33129,0.0,115.0,49,3.975,3.617,3.0,3,0
25281,4.0,143.0,49,20.03322343249,0.283,7.0,3,1
90358,0.0,479.0,39,2.678999999999999,3.62,0.0,5,0
36333,0.0,159.1788330078125,37,1.836,11.58516459275,5.0,3,0
11987,0.0,116.0,39,1.763,1.008,11.0,3,0
74528,0.0,110.0,39,0.548,6.90456147015,5.0,3,0
4320,2.0,275.0,26,0.191,1.098,12.0,3,0
2334,1.0,212.0,34,0.1,0.0,10.0,3,0
70874,1.0,135.0,40,5.135,4.1450000019,0.0,5,1
20160,0.0,154.0,53,0.319,4.30499998712,0.0,1,1
11134,0.0,171.0,31,0.265,1.59663132477,0.0,2,0
4982,1.0,822.0,45,0.175,1.286,0.0,2,1
17812,0.0,249.0,26,2.277,0.0,0.0,2,0
47209,0.0,545.0,37,0.857,0.875,0.0,5,0
61844,2.0,466.0,26,0.043,0.751,1.0,3,1
76350,1.0,30.0,35,3.65,2.46199999237,0.0,1,0
15095,3.0,316.5198669433594,42,1.872,2.42600000763,9.0,3,1
31138,1.0,620.1314086914062,33,2.677,10.78800000667,0.0,5,1
92004,2.0,500.1468505859375,44,7.163,27.74304543305,8.0,3,1
76516,0.0,95.0,45,0.673,3.53500831604,5.0,3,0
84572,2.0,61.32986831665039,42,0.0,0.243,10.0,3,0
73436,2.0,1760.0,44,6.91709901647,2.997,0.0,2,1
4509,1.0,63.0,34,1.584000007640001,0.487,0.0,2,0
57373,3.0,149.0,30,9.58,0.872,17.0,3,0
81760,1.0,110.0,36,0.287,2.322,1.0,3,0
87784,0.0,108.0,9,0.0,3.14302931118,0.0,1,0
76797,1.0,235.0,33,2.400999999999999,2.31200001193,13.0,3,0
3483,1.0,44.0,64,0.73,3.43749692097,9.0,3,1
28142,1.0,347.0,64,7.46394524383,2.54499999237,0.0,5,1
77056,2.0,180.0,39,2.542,2.54305166626,0.0,1,1
88876,1.0,53.76485061645508,34,2.667,3.09965712357,16.0,3,0
64299,0.0,173.0,35,0.812,1.2458036499,0.0,2,0
30558,2.0,867.0,36,5.094,2.13170431519,0.0,5,1
53194,0.0,169.0,34,1.351,0.333,0.0,1,0
37652,1.0,316.0,50,5.066,23.65980487442,0.0,5,1
86051,5.0,91.97525787353516,37,7.688999999999999,7.93,1.0,5,1
47643,0.0,477.0,42,3.238,1.129,0.0,1,0
88362,2.0,356.0,34,17.81711397171,3.264,0.0,1,1
70881,1.0,708.0,39,5.135,4.1450000019,0.0,5,1
90184,1.0,170.3148498535156,42,5.125999999999999,3.997,0.0,1,1
35113,0.0,1025.828491210938,31,5.93435848236,7.07835848236,0.0,5,0
38648,0.0,90.0,37,4.289,19.94834222411,11.0,3,0
13766,1.0,167.0,34,0.2379999999999999,1.206,22.0,2,0
15384,1.0,26.0,37,3.72328619385,3.80830456543,0.0,3,1
88280,1.0,303.0,37,0.7210000000000003,1.434,4.0,3,0
81970,4.0,138.0,36,1.838,4.266394699099999,0.0,1,1
60906,2.0,147.0,43,2.642999999999999,1.637,0.0,5,1
61667,4.0,46.0,46,8.17,2.282,11.0,3,1
86145,3.0,1300.0,34,3.932,3.13,9.0,3,0
72598,1.0,360.0,32,2.918,2.93500505066,0.0,1,0
91611,0.0,121.0,3,3.671,1.402,3.0,3,0
68021,3.0,483.0,40,1.558,6.317,0.0,2,1
74538,0.0,477.0,39,0.548,6.90456147015,5.0,3,0
55142,1.0,320.0,53,0.2899999999999998,1.25599997711,0.0,1,1
37776,2.0,1058.709228515625,42,7.822,50.46186362458999,0.0,5,1
59365,1.0,33.0,49,0.5930000000000003,1.096,0.0,5,1
2846,1.0,69.0,35,3.72328619385,3.80830456543,0.0,3,1
28405,0.0,352.0,50,7.508,0.105,9.0,3,0
84227,1.0,334.0,14,1.44286471558,0.0,0.0,1,0
74147,2.0,720.0,38,1.103,4.66,0.0,2,1
20351,3.0,32.0,29,1.372,1.0610000037,33.0,5,0
26040,1.0,70.0,36,2.065999999999999,4.121,0.0,5,1
27821,0.0,117.0,29,11.4228208313,0.651,0.0,1,0
23935,0.0,30.0,38,6.811886810300001,0.0,0.0,5,0
57966,1.0,486.0,43,2.444,1.26807049561,0.0,1,1
90868,1.0,1.0,42,1.367,1.32,0.0,1,1
57208,0.0,26.0,53,1.076,1.725,17.0,3,0
18938,1.0,89.0,36,5.90090245055,2.39790245055,1.0,3,1
46741,0.0,2.668991327285767,35,5.285,2.661,0.0,5,0
82713,0.0,115.0,35,0.172,0.587,0.0,2,0
46498,2.0,128.0,26,7.984,3.613,12.0,3,0
39236,0.0,299.0,39,0.0,0.0,2.0,5,0
36609,0.0,75.0,36,5.29247964478,4.33200000763,0.0,5,0
48313,1.0,42.0,38,0.955,1.354,7.0,3,0
43680,1.0,65.0,38,1.819,1.541,0.0,5,1
64338,0.0,440.9712219238281,26,0.812,1.2458036499,0.0,2,0
77904,1.0,533.22802734375,42,2.435999999999999,5.70584044272,12.0,3,0
11948,0.0,1.0,67,1.763,1.008,11.0,3,0
44059,1.0,249.0,31,1.11,0.181,0.0,5,0
43223,0.0,195.0,45,0.274,2.63999998999,5.0,3,0
14278,0.0,319.0,33,1.805,1.771,0.0,1,0
34008,1.0,84.0,29,0.21140335846,1.26440335846,0.0,5,0
47907,0.0,201.0,37,1.352,0.231,4.0,3,0
65720,1.0,269.0,39,0.9469999999999998,4.641,0.0,1,1
63474,1.0,67.0,43,0.346,0.0,3.0,3,0
32523,1.0,520.0,30,5.066,23.65980487442,0.0,5,1
86208,1.0,69.33135223388672,39,12.73959048462,2.113,0.0,5,1
63062,1.0,278.0,31,1.538999999999999,3.095,0.0,1,0
37614,0.0,48.0,28,6.857,25.18310520697,4.0,3,0
8012,0.0,424.0,34,0.482,0.0,7.0,3,0
4094,3.0,96.0,37,4.143,1.08800000763,0.0,1,1
17406,0.0,40.0,37,1.151,2.52016345215,5.0,3,0
90499,2.0,331.8115539550781,36,0.191,1.098,12.0,3,0
14623,0.0,192.0,40,0.372,1.989,0.0,1,0
40733,0.0,273.0,35,6.349,19.796,15.0,3,0
61564,2.0,350.0,43,2.998,1.511,0.0,5,1
42932,0.0,449.0,33,4.53,3.21236126709,0.0,5,0
22480,1.0,405.0,31,0.344,1.345,6.0,3,0
57734,2.0,137.0,46,1.052,0.838,16.0,3,0
57815,3.0,684.0,58,0.419,0.225,0.0,1,1
37072,0.0,949.0,48,4.037000000000001,28.91039233398,0.0,1,1
74272,0.0,150.0,42,1.207,6.10231955433,0.0,2,0
23210,0.0,85.0,44,3.379,6.769,13.0,3,0
18215,1.0,357.0,32,1.133266278416545,0.0,0.0,2,0
6487,1.0,111.0,31,0.0,0.533,0.0,2,0
4904,1.0,708.0,34,0.175,1.286,0.0,2,0
92416,0.0,62.74797821044922,48,0.24,0.563,0.0,1,0
71594,0.0,450.0,43,2.175,5.62437721658,0.0,1,0
25123,3.0,803.0,48,18.99566395187,5.63500001144,0.0,1,1
489,0.0,842.0,32,0.4769999999999995,1.19200000763,0.0,1,0
29827,1.0,251.0,30,1.772,4.25655876923,0.0,1,0
6622,0.0,601.0,39,0.02,0.298,6.0,3,0
54580,0.0,26.0,44,0.289,0.833,0.0,5,0
33195,1.0,97.0,50,5.412,4.305,2.0,5,1
82529,1.0,312.0,39,6.92,7.743408222190001,0.0,3,1
75248,0.0,790.0,44,2.415,2.22749927521,0.0,1,0
56129,0.0,57.0,43,3.313000000000001,7.54994763404,0.0,5,1
92147,1.0,302.251953125,38,0.478,3.01669262695,0.0,2,1
54115,1.0,49.0,36,0.0,0.14,0.0,1,0
10926,1.0,64.0,34,0.274,0.602,8.0,3,0
87672,3.0,1.0,39,5.84,22.95430227088,0.0,1,1
6209,1.0,72.21212768554688,36,0.0,1.09986850673,0.0,2,1
78388,1.0,431.0,36,9.584,3.78805000305,0.0,1,1
32043,0.0,452.0,39,1.027,36.41292321014,7.0,3,0
83550,2.0,80.87201118469238,42,4.354,2.141,11.0,3,0
66394,0.0,428.0,35,1.19892959595,4.801999987369999,0.0,2,0
53249,0.0,96.0,34,1.351,0.333,0.0,1,0
17286,0.0,243.0,65,0.0,0.627,0.0,2,1
66974,0.0,629.0,42,0.72,0.70000000763,4.0,3,0
7689,1.0,69.0,32,4.02,3.48200000453,9.0,3,0
69534,0.0,480.0,28,1.39,1.232,0.0,2,0
89970,0.0,192.9685516357422,36,0.0,1.52,0.0,2,0
69305,3.0,113.0,38,1.383,6.204,5.0,3,1
42996,0.0,419.0,41,4.418999999999998,4.079,6.0,3,0
18038,1.0,273.0,35,1.45,1.219,0.0,2,0
53191,0.0,108.0,39,1.351,0.333,0.0,1,0
13208,1.0,74.0,39,0.274,0.602,8.0,3,0
51091,0.0,411.0,46,3.637,0.72,4.0,3,0
18674,0.0,129.0,51,0.0,1.81100000143,0.0,2,1
69906,3.0,730.0,36,3.932,3.13,9.0,3,1
80235,1.0,506.0,34,1.71,11.009,0.0,1,1
72709,1.0,91.31639862060547,34,1.611,3.72231356812,0.0,2,1
74718,1.0,100.0,38,5.126,2.50000000953,0.0,2,1
23783,1.0,14.0,42,26.59043477249,6.87700001526,0.0,1,1
12762,1.0,168.9419860839844,60,0.0,0.85106185532,2.0,3,1
5516,1.0,108.0,33,6.531,6.01,0.0,2,1
6105,0.0,448.0,38,3.765,0.814,0.0,1,0
80253,1.0,10.0,35,1.71,11.009,0.0,1,1
64136,1.0,200.0,41,2.293,3.55778878784,0.0,1,1
62422,0.0,52.0,33,1.563,0.735,0.0,1,0
91969,0.0,1271.1875,50,1.154,5.403032295229999,0.0,2,1
75648,1.0,230.0,76,0.277,1.735,0.0,3,1
21611,0.0,159.0,38,1.452,1.81203931404,0.0,4,0
35407,0.0,127.0,48,3.632000030519999,17.323,0.0,5,1
18974,1.0,295.0,46,5.90090245055,2.39790245055,1.0,3,1
49530,0.0,146.0,41,4.248999999999999,0.0,13.0,3,0
9603,0.0,98.0,41,0.185,0.182,0.0,1,0
83002,0.0,1.681241869926453,36,0.143,0.151,4.0,3,0
48665,0.0,120.0,31,3.406,3.637,6.0,3,0
23690,0.0,16.0,40,21.11382456207,5.364999969480001,7.0,3,0
66415,0.0,108.0,49,1.19892959595,4.801999987369999,0.0,2,1
53121,1.0,455.0,70,1.659,0.902,0.0,5,1
17453,1.0,338.0,29,8.95100000573,2.59300000573,7.0,3,0
89831,0.0,77.48969268798828,36,0.55600000763,1.893,3.0,3,0
20646,0.0,327.0,44,0.061,1.502,0.0,1,0
72644,1.0,263.0,35,3.221,9.10500000381,0.0,1,1
60121,1.0,342.0,49,2.444,1.26807049561,0.0,1,1
61416,0.0,52.49684906005859,33,4.637,0.734,8.0,3,0
89102,2.0,55.77927017211914,41,0.5130000000000005,4.81477927017,0.0,2,1
52495,1.0,148.0,38,0.0,0.14,0.0,1,1
32135,3.0,177.0,46,11.827,12.112,4.0,5,1
48114,0.0,555.88818359375,45,5.285,2.661,0.0,5,1
24328,4.0,37.0,39,20.03322343249,0.283,7.0,3,1
12796,1.0,94.0,31,0.044,0.75963378906,0.0,2,0
67338,2.0,436.0,47,1.016,4.41900000382,11.0,3,0
49058,2.0,139.0,31,1.898,3.0060974884,0.0,5,1
90636,1.0,306.0898742675781,32,2.233,3.64887834978,0.0,2,0
82965,0.0,338.0,53,0.504,0.158,1.0,3,1
84929,0.0,656.0,37,0.017,3.30641824448,14.0,3,0
76988,0.0,277.0,29,1.19892959595,4.801999987369999,0.0,2,0
4172,0.0,190.0,37,0.0,2.52499998748,0.0,4,0
26933,1.0,132.0,49,3.438,0.436,0.0,5,1
47695,0.0,1254.0,32,0.092,5.02229810333,0.0,1,0
9534,2.0,260.0,34,0.191,1.098,12.0,3,0
24258,0.0,48.0,49,3.129,0.077,0.0,1,0
76285,0.0,56.0,39,0.201,0.7,4.0,3,0
28174,2.0,102.0,67,10.75312992096,2.65990155029,0.0,5,1
74180,2.0,380.0,25,1.103,4.66,0.0,2,1
83808,0.0,55.0,15,0.017,1.528,0.0,3,0
64265,0.0,34.0,52,0.66,2.01469665527,9.0,3,0
40597,2.0,116.0,45,11.42007144165,15.34376403046,10.0,3,1
36718,0.0,172.0,48,0.85,18.98818637084,0.0,1,1
80968,1.0,513.0,39,1.949,0.683,3.0,3,0
27179,4.0,407.0,38,4.119,1.756,9.0,3,1
51013,0.0,156.0,40,4.43275444031,0.354,0.0,1,0
55400,2.0,295.0,41,2.672,4.64,0.0,5,1
91923,2.0,319.0644226074219,40,7.984,3.613,12.0,3,0
35912,1.0,113.0,45,7.85119252014,12.66619251967,0.0,5,1
18527,0.0,24.0,35,0.0,1.781,0.0,2,0
11264,2.0,304.0,64,0.0,1.006,0.0,1,1
80939,0.0,802.0,39,3.545,2.157,0.0,2,0
65310,2.0,259.0,27,3.467000000000001,8.88228168917,0.0,2,1
25389,1.0,135.0,44,10.872,2.352,0.0,1,1
18155,0.0,166.0,19,0.0,3.14302931118,0.0,1,0
83306,2.0,241.0,40,1.103,4.66,0.0,2,1
4426,0.0,435.0,37,0.09399999999999997,0.204,0.0,1,0
40312,4.0,529.0,50,0.26,22.16208863068,17.0,5,1
21164,1.0,642.0,47,2.035000000000001,1.173,0.0,1,1
59771,0.0,483.0,43,2.862,0.083,0.0,5,0
130,5.0,365.0,48,0.4569999999999998,5.32600000382,0.0,2,1
1985,0.0,960.0,29,0.0,1.781,0.0,2,0
81586,1.0,232.0,57,0.517,5.45091629362,0.0,2,1
10543,2.0,114.0,45,1.482,3.03796879578,0.0,2,1
78150,1.0,29.0,34,3.153999999999999,3.43791399359,0.0,1,0
47987,1.0,166.0,44,1.734,3.857,0.0,3,1
31277,1.0,198.0,35,6.917,10.27523642731,0.0,1,1
41126,1.0,60.0,34,1.25845172882,4.81145170593,0.0,1,0
90563,0.0,644.0,42,0.547,0.505,0.0,1,0
41897,3.0,325.0,46,0.651,0.792,0.0,1,1
53254,0.0,1.068524241447449,33,3.164,1.019,0.0,5,0
50603,0.0,531.0,42,0.465,1.347,13.0,3,0
45636,3.0,87.0,36,0.239,0.958,0.0,1,1
35253,0.0,118.0,41,0.9880000000000001,19.1016764946,0.0,5,1
64175,3.0,440.0,36,0.7350000000000001,0.34988215637,5.0,3,1
86609,2.0,265.0,45,2.805,2.329,0.0,2,1
52493,1.0,35.0,35,0.0,0.14,0.0,1,0
84779,4.0,40.0,43,2.432,0.0,0.0,1,1
28940,1.0,646.0,32,15.76295324707,2.193,4.0,3,0
74973,2.0,457.0,37,3.467000000000001,8.88228168917,0.0,2,1
13318,0.0,102.0,42,0.435,1.26773057556,6.0,3,0
536,1.0,48.0,47,1.31340118408,1.981,17.0,3,0
28354,0.0,143.0,53,3.84312965393,1.43562147522,0.0,1,1
21867,1.0,102.0,49,0.0,3.28997234344,0.0,2,1
21018,1.0,143.0,42,0.0,2.134,0.0,1,1
32410,1.0,75.0,32,10.563,20.41830326844,0.0,1,1
19756,0.0,133.0,21,0.0,0.0,6.0,3,0
5589,0.0,860.0,41,0.15,0.96200000155,0.0,2,0
47670,1.0,273.0,21,0.3470000000000003,4.981,0.0,5,0
27104,4.0,411.0,41,4.119,1.756,9.0,3,1
24348,4.0,240.0,46,20.03322343249,0.283,7.0,3,1
22091,0.0,282.0,45,0.4769999999999995,1.19200000763,0.0,1,0
6537,0.0,552.0,39,0.265,1.59663132477,0.0,2,0
16820,1.0,205.0,50,0.043,1.815,0.0,1,1
740,0.0,529.0,34,3.765,0.814,0.0,1,0
21478,1.0,270.0,69,0.8,3.789,0.0,2,1
83359,0.0,400.0,39,0.0,0.0,0.0,5,0
18953,1.0,405.0,53,5.90090245055,2.39790245055,1.0,3,1
33711,0.0,61.0,54,3.579,4.181,3.0,3,0
91393,1.0,114.4312210083008,49,2.065999999999999,4.121,0.0,5,1
19743,0.0,331.0,31,0.0,0.0,6.0,3,0
33818,3.0,181.0,36,2.532,9.81096899414,0.0,5,1
40784,0.0,783.0,50,1.115,15.54600003052,0.0,5,1
19232,1.0,114.0,24,0.2379999999999999,1.206,22.0,2,0
46125,2.0,262.7330322265625,31,0.885,0.591,8.0,5,0
13450,0.0,276.0,34,0.0,0.627,0.0,2,0
46515,2.0,228.0,51,7.984,3.613,12.0,3,0
77328,0.0,3.0,32,3.732,2.314,0.0,1,0
72487,2.0,31.0,24,4.844,3.41286592865,22.0,3,0
24580,1.0,125.0,47,2.076,5.71999997687,0.0,5,1
19323,0.0,761.0,28,0.8599999999999999,3.93199999284,0.0,1,0
71972,3.0,339.0,29,0.581,6.33009124756,8.0,3,1
67773,0.0,542.0,32,0.009,5.46071778035,0.0,3,0
87496,1.0,1.0,9,1.632,0.492,0.0,1,0
64355,0.0,356.0,42,0.812,1.2458036499,0.0,2,0
45653,0.0,506.0,35,0.0,0.0,0.0,1,0
29344,0.0,600.0,47,8.45199999618,0.303,13.0,3,0
50225,0.0,417.0,30,5.3788388313,1.26070684052,1.0,3,0
12876,1.0,103.0,49,4.99699999904,1.771,0.0,2,1
27398,1.0,554.0,49,3.438,0.436,0.0,5,1
47519,2.0,130.0,49,3.443,1.053,0.0,5,1
38003,3.0,28.0,48,0.168,12.042,8.0,3,1
18233,0.0,58.0,29,0.017,1.07200001144,0.0,1,0
88354,1.0,321.1806335449219,40,1.217,0.0,0.0,1,1
38995,1.0,118.0,35,1.103,14.62,0.0,5,1
48456,4.0,26.0,45,4.906,1.162,4.0,3,1
40724,0.0,293.0,52,2.596,7.77497135735,5.0,3,0
40571,0.0,107.0,32,5.648999999999999,21.04199996948,10.0,3,0
4843,0.0,445.0,37,1.737,1.542,5.0,3,0
47240,1.0,352.0,64,0.5930000000000003,1.096,0.0,5,1
58088,2.0,200.0,47,3.796,0.0,0.0,1,1
21407,0.0,76.0,34,0.0,0.128,0.0,3,0
81234,2.0,100.0,41,2.753000000000001,5.734117522719999,7.0,3,1
54721,1.0,120.0,33,4.498,0.897,0.0,1,0
22111,0.0,50.0,44,0.4769999999999995,1.19200000763,0.0,1,0
5019,1.0,55.35567474365234,41,1.388,0.0,0.0,2,1
23136,0.0,135.0,36,0.439,1.59566427612,0.0,1,0
32248,2.0,44.0,69,4.429,14.22499999237,0.0,5,1
38289,2.0,392.0,43,7.822,50.46186362458999,0.0,5,1
7177,0.0,80.0,53,0.0,1.226,0.0,1,1
76686,0.0,619.4327392578125,31,4.001,3.675,0.0,2,0
